,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
86752,336,2,9000,Kang,Spaceship,Is dinner ready yet? Our boss will be here any minute now.
86753,336,3,18000,Kodos,Spaceship,Ugh! This one keeps eating himself.
86754,336,4,22000,Marge Simpson,Spaceship,Hello? Octopuses? I'm done.
86755,336,5,27000,Bart Simpson,Spaceship,Am I the only one here who's in horrible pain?
86756,336,6,29000,Homer Simpson,Spaceship,You're the only one who won't shut up about it.
86757,336,7,34000,Alien Boss,Spaceship,What a delicious meal! I feel like I'm going to burst.
86758,336,8,40000,Bart Simpson,Spaceship,Cool! I'm vomit.
86759,336,9,42000,Alien Boss,Spaceship,"Well, a fine meal like that deserves a hyper-galactic promotion."
86760,336,10,48000,Kodos,Spaceship,Hyper-galactic!
86761,336,11,50000,Bart Simpson,Spaceship,Wait a minute. I don't have a family anymore!
86762,336,12,52000,Kang,Spaceship,"You do now, son. You do now."
86764,336,14,84000,Marge Simpson,Simpson Home,"Homer, what are you doing?"
86765,336,15,86000,Homer Simpson,Simpson Home,Trying to get a Frisbee off the roof.
86767,336,17,90000,Homer Simpson,Simpson Home,"Oh, there's the Frisbee."
86769,336,19,96000,Ned Flanders,Springfield General Hospital,Concussion... diddily... hemorrhage... doodily... injury... bodily...
86770,336,20,103000,Dr. Julius Hibbert,Springfield General Hospital,"Ned, you nearly died... of a brain tumor. Thank goodness that bowling ball knocked it out of your head. Welcome back, dog!"
86772,336,22,117000,Dr. Julius Hibbert,Springfield General Hospital,"My, you look awfully pale. Let's get you some fresh air."
86773,336,23,121000,Homer Simpson,Springfield General Hospital,"And while you're there, can you get my Frisbee off the ledge?"
86774,336,24,124000,Dr. Julius Hibbert,Springfield General Hospital,All right. But I swear to God this is the very last time.
86776,336,26,130000,Dr. Julius Hibbert,Hospital,"Oh man, is this gonna hurt."
86777,336,27,134000,Dr. Julius Hibbert,Hospital,"Ah, that's better."
86779,336,29,140000,Ned Flanders,Springfield Street,"Come on, Ned. Just because you foresaw Dr. Hibbert's death doesn't mean you can see into the future. It was just a sinister co-inky-dink."
86780,336,30,149000,Hans Moleman,Springfield Street,Help me! Some bullies threw my shoes over a telephone wire.
86781,336,31,154000,Hans Moleman,Springfield Street,With me in them.
86782,336,32,156000,Ned Flanders,Springfield Street,"Just wriggle loose. I'll catch ya, li'l critter!"
86631,336,34,167000,Hans Moleman,Springfield Street,Another setback.
86783,336,35,170000,Ned Flanders,Springfield Street,What the Family Circus? A second premonition came to fruition.
86784,336,36,175000,Ned Flanders,Springfield Street,"Lord, why have you given me these unholy visions of doom?"
86785,336,37,186000,Ned Flanders,Springfield Street,Well I didn't need any special power to know that was comin'.
86786,336,38,189000,Homer Simpson,Springfield Street,"Hey Flanders, have you seen my Frisbee?"
86787,336,39,191000,Ned Flanders,Springfield Street,"Homer, I can foretell people's deaths!"
86788,336,40,194000,Homer Simpson,Springfield Street,"People's deaths, eh?"
86789,336,41,205000,Homer Simpson,Springfield Street,Do me! Do me!
86791,336,43,214000,Homer Simpson,Springfield Street,"So, what'd I die of? Too much happiness? Naked girl avalanche?"
86792,336,44,219000,Ned Flanders,Springfield Street,"Uh, you die eating a submarine sandwich."
86793,336,45,222000,Homer Simpson,Springfield Street,What kind of bread?
86794,336,46,223000,Ned Flanders,Springfield Street,Country parmesan.
86795,336,47,224000,Homer Simpson,Springfield Street,Woo hoo!
86797,336,49,226000,Lisa Simpson,Flanders Home,"Mr. Flanders, why are you moving?"
86798,336,50,228000,Ned Flanders,Flanders Home,'Cause I had a vision of myself... shooting your father.
86799,336,51,232000,Bart Simpson,Flanders Home,"In this neighborhood, who hasn't?"
86800,336,52,234000,Lisa Simpson,Flanders Home,"Well, you can't fight fate, but if you must shoot our father, please remember our family motto: ""Not in the face."""
86801,336,53,234000,Ned Flanders,Flanders Home,"Don't worry, sweetie. I am not going to kill your father."
86802,336,54,244000,Homer Simpson,Flanders Home,Flanders? Kill me? You never killed anybody... and you're gonna start with the big dog?
86803,336,55,254000,Ned Flanders,Flanders Home,"Homer, please, don't tempt the gods. I-I mean God! There's-there's one God! Only one! Well, sometimes there's three."
86804,336,56,262000,Homer Simpson,Flanders Home,"Hey Chief, throw me your piece."
86805,336,57,263000,Chief Wiggum,Flanders Home,"Uh, sure thing, citizen."
86806,336,58,267000,Homer Simpson,Flanders Home,"C'mon, shoot me a new one!"
86807,336,59,268000,Homer Simpson,Flanders Home,"Oh, I'm so scared. Ned Flanders is pointing a gun at me. You couldn't even shoot me by accident, even if I whacked the barrel like this."
86808,336,60,281000,Ned Flanders,Flanders Home,Quit whackin' my barrel!
86809,336,61,283000,Homer Simpson,Flanders Home,Never!
86810,336,62,285000,Ned Flanders,Flanders Home,You leave me no choice!
86811,336,63,293000,Ned Flanders,Flanders Home,"I was supposed to shoot you, but I didn't! I changed the future!"
86812,336,64,305000,Ned Flanders,Flanders Home,What have I done? I've changed the future for the worse.
86814,336,65,308000,Ned Flanders,Flanders Home,"Homer, stay away from the nuclear plant."
