,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
142866,549,3,129000,Moe Szyslak,Moe's Tavern,"Eh, welcome fellow barkeeps, gin-slingers, and beer-jerks."
142867,549,4,134000,Moe Szyslak,Moe's Tavern,We are all here because drinkin' in our bars is down. Mom and Pop bartenders can't compete with big box stores like Booze Barn and Hooch City.
142868,549,5,147000,Moe Szyslak,Moe's Tavern,"Thanks, Cap. Now what I'm proposing is a superhero pub crawl. Our clientele dress up in costume and go drinking from bar to bar. Their masks make 'em feel uninhibited, and invulnerable."
142870,549,7,175000,Moe Szyslak,Moe's Tavern,"Yeah, and that's not all. Why don't you tell 'em about it, Moe?"
142871,549,8,178000,Moe Szyslak,Moe's Tavern,"Yeah, you got it, Moe. We can make up superhero drink names and charge 'em double. Like, uh, Nick Fury, Agent of Schnapps; Sex in the Batmobile; and the Wolveriskey! 'Ere, check out my uh, portfolium here."
142873,549,10,208000,Barney Gumble,Street,Flame on!
142874,549,11,208000,Barney Gumble,Street,Oh-God-oh-God-oh-God!
142875,549,12,215000,Barney Gumble,Street,I can't breathe...
142876,549,13,216000,Paramedic,Street,"No, no, no!"
142878,549,15,218000,Lenny Leonard,Springfield Street,Why do they call this a yard of ale?
142879,549,16,220000,Carl Carlson,Springfield Street,"Easy. After you drink one, you're passed out in your yard."
142882,549,19,240000,Homer Simpson,TIPSY MCSTAGGERS,"Well, better get home. The delightfulness ended hours ago."
142883,549,20,245000,Moe Szyslak,TIPSY MCSTAGGERS,"Homer, the best thing for you to do in this situation is keep drinking."
142887,549,24,262000,Homer Simpson,Simpson Front Door,"Why are you doing this to me, booze? I drank every kind of you!"
142888,549,25,268000,Lisa Simpson,Simpson Front Door,"See ya, Homer! / Bye, Dad!"
142889,549,26,269000,Homer Simpson,Simpson Front Door,"Have a good day, you two! Don't be me!"
142891,549,28,280000,Milhouse Van Houten,Springfield,There's my dad!
142892,549,29,283000,Kirk Van Houten,Springfield,"Wait, I think I just sucked up a dollar!"
142893,549,30,289000,Kirk Van Houten,Springfield,"Off! Off! José, hit the switch!"
142894,549,31,290000,Hispanic Guy In Truck,Springfield,"We're not all Josés, man."
142896,549,33,298000,Bart Simpson,Springfield Elementary School,Ugh. Art.
142897,549,34,299000,Seymour Skinner,Springfield Elementary School,Simpson! Smock up!
142898,549,35,301000,Bart Simpson,Springfield Elementary School,"Every time I do art, some do-gooder teacher sends it straight to a therapist."
142899,549,36,305000,Milhouse Van Houten,Springfield Elementary School,Your stuff is pretty disturbing.
142900,549,37,308000,Bart Simpson,Springfield Elementary School,I've never acted on any of it!
142901,549,38,310000,Seymour Skinner,Springfield Elementary School,"You will take art, you will enjoy art, and you will make something in a kiln your mother can use."
142903,549,40,317000,Marge Simpson,Springfield Elementary School,Maggie! Why'd you do that?
142905,549,42,331000,Mrs. Trunch,ART CLASS,"And you shall leave immortal! Also, take out the trash."
142906,549,43,336000,Mrs. Trunch,ART CLASS,"Honest! / Inspiring! / Yes... necessary! / Oh, Milhouse-ian!"
142907,549,44,344000,Mrs. Trunch,ART CLASS,"Oh Bart, it's wonderful!"
142908,549,45,347000,Bart Simpson,ART CLASS,Really? Wonderful? I just drowned a grasshopper in paint and let him crawl on the paper till he died.
142909,549,46,352000,Mrs. Trunch,ART CLASS,You know what that's called? Mixed-media conceptual art.
142910,549,47,355000,Bart Simpson,ART CLASS,"No it's not, because I hate art."
142911,549,48,358000,Mrs. Trunch,ART CLASS,"Oh, then it's protest art!"
142912,549,49,360000,Bart Simpson,ART CLASS,Stop encouraging me!
142913,549,50,361000,Mrs. Trunch,ART CLASS,I will admire you from afarrr!
142916,549,53,370000,Bart Simpson,Springfield Elementary School,Shauna? What are you doing here?
142917,549,54,373000,Shauna Chalmers,Springfield Elementary School,Training for the Olympics.
142918,549,55,375000,Bart Simpson,Springfield Elementary School,I gotta find a way to get rid of my art teacher.
142919,549,56,378000,Shauna Chalmers,Springfield Elementary School,Easy. Voodoo.
142920,549,57,380000,Bart Simpson,Springfield Elementary School,Is there a voodoo queen you can direct me to?
142921,549,58,382000,Shauna Chalmers,Springfield Elementary School,Oh yeah. She lives in a trailer down by Yogurtland. Now kiss me. I wanna make somebody mad.
142922,549,59,388000,Gary Chalmers,Springfield Elementary School,What's my no-good daughter up to now?
142925,549,62,395000,Haitian Woman,Trailer,Now you have everyt'ing you need for the voodoo. Would you like a bag?
142926,549,63,400000,Bart Simpson,Trailer,"Yes, ma'am."
142927,549,64,401000,Haitian Woman,Trailer,Paper or plastic?
142928,549,65,404000,Bart Simpson,Trailer,"Uh, plastic."
142929,549,66,405000,Haitian Woman,Trailer,Just like the chicken foot say you would!!!
142931,549,68,416000,Bart Simpson,Springfield Elementary School,"Okay, did you get Trunch's D.N.A.?"
142932,549,69,418000,Milhouse Van Houten,Springfield Elementary School,"Yeah, got it out of her purse."
142933,549,70,421000,Bart Simpson,Springfield Elementary School,How'd you do that?
142934,549,71,423000,Milhouse Van Houten,Springfield Elementary School,Art teachers don't have a desk. They just throw their purse anywhere.
142935,549,72,428000,Bart Simpson,Springfield Elementary School,VOODOO SPELL / VOODOO SPELL / SEAGULL BEAK AND BONE OF MEL
142936,549,73,428000,Bart Simpson,Springfield Elementary School,PURPLE HEART AND TEAR OF CHUM...
142937,549,74,438000,Milhouse Van Houten,Springfield Elementary School,"Just had to be ""tear of chum."""
142938,549,75,441000,Bart Simpson,Springfield Elementary School,...SEND HER HOME WITH ACHING TUM!
142939,549,76,447000,Bart Simpson,Springfield Elementary School,"Oh, right, we need one more thing from her purse."
142940,549,77,450000,Milhouse Van Houten,Springfield Elementary School,I've got these.
142941,549,78,451000,Bart Simpson,Springfield Elementary School,"Hm. She's got tickets to the play ""God of Carnage""."
142942,549,79,455000,Milhouse Van Houten,Springfield Elementary School,Orchestra? On an art teacher's salary? That's black magic!
142943,549,80,461000,Martin Prince,Springfield Elementary School,"Where's Mrs. Trunch? I need to know the correct density of ""points"" in my pointillism."
142944,549,81,466000,Bart Simpson,Springfield Elementary School,"Sorry, but I don't think we'll be seeing much of Trunch today."
142945,549,82,472000,Bart Simpson,Springfield Elementary School,"Yep. I cast a voodoo spell on her. I won't bore you with the dark details, but let's just say she's in no condition for teaching."
142946,549,83,481000,Mrs. Trunch,Springfield Elementary School,"Class, I have an announcement. I'm afraid I can't teach today. I have a tummy ache."
142947,549,84,488000,Mrs. Trunch,Springfield Elementary School,A very special tummy ache.
142948,549,85,491000,Mrs. Trunch,Springfield Elementary School,I'm going to have a baby!
142949,549,86,494000,Ralph Wiggum,Springfield Elementary School,Bart Simpson got a teacher pregnant!
142950,549,87,497000,Lisa Simpson,Springfield Elementary School,Typical Ralph nonsense.
142951,549,88,500000,Milhouse Van Houten,Springfield Elementary School,Bart Simpson got a teacher pregnant!
142952,549,89,503000,Gary Chalmers,Springfield Elementary School,Happy with your two-timing boyfriend now?
142954,549,91,513000,Bart Simpson,Skinner's Office,"I admit, I did make a voodoo doll of Mrs. Trunch. But I just asked for a stomach ache, not a baby!"
142955,549,92,518000,Seymour Skinner,Skinner's Office,Classic wish-maker's mistake -- vague language.
142956,549,93,522000,Bart Simpson,Skinner's Office,So I did make her pregnant?
142957,549,94,523000,Seymour Skinner,Skinner's Office,Of course not. Doesn't work that way.
142958,549,95,525000,Bart Simpson,Skinner's Office,Just how do women get babies?
142959,549,96,527000,Seymour Skinner,Skinner's Office,"I'm not allowed to discuss that with fourth graders. Fifth grade, you get every dirty detail."
142961,549,98,532000,Homer Simpson,Springfield Elementary School,"Do you know how embarrassed I was to get a call, at my arraignment, for my behavior during the pub crawl, because of a voodoo curse my son placed on his art teacher?"
142962,549,99,542000,Bart Simpson,Springfield Elementary School,I didn't mean to make her pregnant. I just hate art so much.
142963,549,100,545000,Homer Simpson,Springfield Elementary School,"Oh, everyone does, son. That's why they lock it up in museums where no one will ever visit."
142965,549,102,552000,Moe Szyslak,Moe's Tavern,"So, uh, your boy's got magic knock-up powers, huh?"
142966,549,103,555000,Homer Simpson,Moe's Tavern,"Hey, I created three kids, and no one's making a big deal of that."
142967,549,104,559000,Lenny Leonard,Moe's Tavern,"Not true! Whenever I compliment your virility, you act all weird. And you are very virile."
142968,549,105,565000,Homer Simpson,Moe's Tavern,Yeah... well just talk about sports!
142969,549,106,567000,Lenny Leonard,Moe's Tavern,No problem. Wish I had that Tom Brady's libido.
142972,549,109,572000,Marge Simpson,Simpson Home,Oh it's amazing how many Cheerios Maggie drops in the back seat.
142973,549,110,577000,Marge Simpson,Simpson Home,"Here you go. Put those in the trash, then you can help me unload the dishwasher."
142974,549,111,582000,Bart Simpson,Simpson Home,"A minute of fun, a lifetime of work. I've never heard of a pregnancy like this."
142975,549,112,587000,20-something Wife,Simpson Home,There he is.
142976,549,113,588000,20-something Husband,Simpson Home,"Jenny, this is crazy."
142977,549,114,589000,20-something Wife,Simpson Home,Nothing's crazy at this point. Are you the boy that makes babies?
142978,549,115,593000,Bart Simpson,Simpson Home,I like to think I'm the boy that makes families.
142979,549,116,597000,20-something Husband,Simpson Home,"See, Jenny. He's just a jerk kid."
142980,549,117,598000,20-something Wife,Simpson Home,It's just... we've been trying so hard to start a family. With all the money we've spent on I.V.F.... you have no idea...
142981,549,118,608000,Bart Simpson,Simpson Home,"Hm, maybe I can help. But it'll cost you."
142982,549,119,611000,20-something Husband,Simpson Home,How much?
142983,549,120,612000,Bart Simpson,Simpson Home,Five dollars. Plus one dollar haw-haw insurance.
