,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
91600,354,1,29000,Marge Simpson,Simpson Home,"Hey, kids! I scream, you scream, we all scream for..."
91601,354,2,33000,Marge Simpson,Simpson Home,Haircuts!
91603,354,4,40000,Lisa Simpson,Simpson Home,"Mom, Bart and I have been talking..."
91604,354,5,42000,Marge Simpson,Simpson Home,You have?! That's so nice!
91605,354,6,45000,Bart Simpson,Simpson Home,"What Lisa's trying to say is... there's a new kids' barbershop in the mall, and we'd like to start going there."
91606,354,7,52000,Marge Simpson,Simpson Home,A kids' barbershop? But they don't have my templates.
91607,354,8,56000,Lisa Simpson,Simpson Home,"Yeah, the templates had a great run. But we'd like our hair to look like um... people hair."
91608,354,9,61000,Marge Simpson,Simpson Home,"Oh. I see. Well, good luck getting to your precious mall barber, 'cause I'm not driving you."
91609,354,10,67000,Homer Simpson,Simpson Home,"Kids, wanna go to the mall?! They're baking fresh Cinnabons... which means they're throwing out the old ones!"
91610,354,11,73000,Lisa Simpson,Simpson Home,Yay!
91611,354,12,80000,Marge Simpson,Simpson Home,I guess I'll just cut my own hair.
91613,354,14,82000,Baha Men,Springfield Mall,WHO WANTS THEIR HAIR CUT? / WHO? WHO? WHO? WHO? WHO? / WHO WANTS THEIR HAIR CUT? / WHO? WHO? WHO? WHO? WHO? / WHO WANTS THEIR HAIR CUT? / WHO? WHO? WHO? /
91614,354,15,94000,Barber,Springfield Mall,Which side do you want your part on?
91615,354,16,96000,Bart Simpson,Springfield Mall,Left! Right! Stab! Stab! Stab!
91583,354,17,99000,Barber,Springfield Mall,You're the boss.
91584,354,18,101000,Bart Simpson,Springfield Mall,What the Hell?
91585,354,19,104000,Bart Simpson,Springfield Mall,Whoa!
91616,354,20,107000,Lisa Simpson,Springfield Mall,"Bart, you look worse than Aunt Patty in the morning. And there ain't nothin' looks worse than Aunt Patty in the morning."
91618,354,22,124000,Stylist,Springfield Mall,Next!
91619,354,23,126000,Ralph Wiggum,Springfield Mall,Can you make me look like this?
91621,354,25,132000,Bart Simpson,Springfield Mall,My bad-boy spikes!
91622,354,26,135000,Lisa Simpson,Springfield Mall,My good-girl points!
91624,354,28,147000,Seymour Skinner,Springfield Mall,"The best photographs, or ""photos"", will be prominently displayed in the school lobby all year long."
91627,354,31,159000,Nelson Muntz,Springfield Mall,After 'em!
91629,354,33,163000,Homer Simpson,Springfield Mall,"Oh, I love you, Dumpster-bons."
91630,354,34,167000,Lisa Simpson,Springfield Mall,Dad?!
91631,354,35,168000,Homer Simpson,Springfield Mall,"Oh, big surprise. The fat guy's eating garbage."
91632,354,36,172000,Lisa Simpson,Springfield Mall,Come on -- we'll hide in the theater!
91633,354,37,173000,Seymour Skinner,Springfield Mall,"Well, I guess you didn't find anything interesting to photograph."
91634,354,38,182000,Nelson Muntz,Springfield Mall,Check it out! The principal's got a shirt wiener!
