,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
103480,399,2,14000,Seymour Skinner,Springfield Elementary School,Behold -- our new state-of-the-art weapon in the global war against misbehavior!
103481,399,3,21000,Seymour Skinner,Springfield Elementary School,CTU -- the Counter Truancy Unit!
103483,399,5,22000,Nelson Muntz,Springfield Elementary School,Haw haw.
103486,399,8,30000,Lisa Simpson,CTU,I've got something!
103487,399,9,35000,Lisa Simpson,CTU,The sixth-grade security camera shows three empty desks!
103488,399,10,38000,Seymour Skinner,CTU,Enhance!
103489,399,11,41000,Seymour Skinner,CTU,Dehance! Dehance!
103490,399,12,46000,Database,CTU,I ran the attendance protocols -- here are your three missing students.
103491,399,13,51000,Lisa Simpson,CTU,"Good work, Database."
103492,399,14,53000,Milhouse Van Houten,CTU,We helped.
103495,399,17,74000,Hazmat Guy,BREAK ROOM,"Whoa, this is the source of the stench!"
103496,399,18,75000,Homer Simpson,BREAK ROOM,"Hey, get your own yogurt!"
103498,399,20,82000,C. Montgomery Burns,Burns's Office,Vile curd!
103499,399,21,85000,C. Montgomery Burns,Burns's Office,"Simpson, you can take your putrid mess far out of my sight, you songless land-whale!"
103500,399,22,89000,Homer Simpson,Burns's Office,Woo-hoo! Business trip!
103502,399,24,99000,Seymour Skinner,Springfield Elementary School,"Simpson! I'll teach you to make a Poupon ""me!"""
103507,399,29,101000,Marge Simpson,Simpson Home,"If someone did eat Bart's shorts, they'd have a tummy full of pocket garbage!"
103508,399,30,143000,Marge Simpson,Simpson Home,The school's having a bake sale today! At three o'clock!
103509,399,31,149000,Marge Simpson,Simpson Home,I promised them a cake!
103510,399,32,150000,Marge Simpson,Simpson Home,I've only got twenty-seven minutes! The pre-heat is on!
103511,399,33,170000,Kiefer Sutherland,Simpson Home,"The following takes place between two thirty-four p.m. and three oh-four p.m. Or maybe it's a.m. Whichever one is the morning one, it's not that one."
103514,399,35,181000,Homer Simpson,Kwik-E-Mart,"Apu, I'm returning a yogurt I wasn't a hundred per cent satisfied with."
103515,399,36,188000,Apu Nahasapeemapetilon,Kwik-E-Mart,"Oh my God, if a dead fish and a homeless person had a baby, and the baby puked, and a dog ate the puke, this smells like the rear end of that dog! I'll give you any yogurt in the store, just take that thing with you when you go!"
103516,399,37,204000,Jimbo Jones,Kwik-E-Mart,Let's spit in the coffee pots.
103517,399,38,206000,DOLPH,Kwik-E-Mart,I call hazelnut!
103518,399,39,208000,Milhouse Van Houten,Kwik-E-Mart,Truants moving into the Kwik-E-Mart.
103519,399,40,210000,Lisa Simpson,Kwik-E-Mart,I've got a visual.
103522,399,43,217000,Jimbo Jones,Kwik-E-Mart,That yogurt is toxic! It's just what we've been looking for!
103523,399,44,225000,DOLPH,Kwik-E-Mart,Now this crossword's nothin' but swears.
103525,399,46,230000,Seymour Skinner,Kwik-E-Mart,"We've got what we need -- Milhouse, bring them in."
103526,399,47,233000,Milhouse Van Houten,Kwik-E-Mart,Roger that.
103527,399,48,236000,Milhouse Van Houten,Kwik-E-Mart,"And Lisa, if I don't make it back, there's a letter in my locker I want you to read."
103528,399,49,241000,Lisa Simpson,Kwik-E-Mart,I already read it.
103529,399,50,242000,Seymour Skinner,Kwik-E-Mart,We've all read it.
103530,399,51,244000,Lisa Simpson,Kwik-E-Mart,"Wait, Milhouse -- hold your position. Something doesn't add up."
103531,399,52,247000,Lisa Simpson,Kwik-E-Mart,Look what the bullies could have stolen...
103532,399,53,249000,Lisa Simpson,Kwik-E-Mart,Big Chief Rotten Cheeks Chewing Tobacco...a take-a-penny tray with a quarter in it!
103533,399,54,256000,Lisa Simpson,Kwik-E-Mart,So why steal the yogurt? We have to find out what they're up to.
103534,399,55,260000,Seymour Skinner,Kwik-E-Mart,"Hmmmm... Milhouse, change of plan -- observe and follow."
103535,399,56,264000,Milhouse Van Houten,Kwik-E-Mart,Permission to buy a Hostess fruit pie to keep my strength up?
103536,399,57,267000,Seymour Skinner,Kwik-E-Mart,Denied.
103538,399,59,273000,Homer Simpson,Kwik-E-Mart,"Hey Milhouse, who're you spying on? Those bullies?"
