,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
14498,82,1,103000,Mayor Joe Quimby,Springfield Swap Meet,Human roaches. Feeding off each other's garbage. The only thing you can't buy here is dignity. Welcome swappers to the Springfield Swap meet. Ich Bin Eine Springfield Swap Meet Patron!
14499,82,2,119000,Mayor Joe Quimby,Springfield Swap Meet,I need a drink and a shower.
14500,82,3,122000,Moe Szyslak,Springfield Swap Meet,"Oyster shells, hand painted to resemble Lucille Ball! You'll love Oyster Lucy! Oh Mr. Mooney, I just gotta meet Bob Cummings. Vivvv!!!"
14501,82,4,135000,Bart Simpson,Springfield Swap Meet,Oh boy! Free trading cards!
14502,82,5,139000,Milhouse Van Houten,Springfield Swap Meet,"Wow, Joseph of Aramathia! Twenty-six conversions in A.D. 46!"
14503,82,6,146000,Nelson Muntz,Springfield Swap Meet,"Whoa, a Methuselah rookie card!"
14504,82,7,150000,Ned Flanders,Springfield Swap Meet,"Well, boys, who'd have thought learning about religion could be fun?"
14505,82,8,154000,Bart Simpson,Springfield Swap Meet,Religion?
14506,82,9,155000,Milhouse Van Houten,Springfield Swap Meet,Learning?
14507,82,10,157000,Nelson Muntz,Springfield Swap Meet,Let's get outta here!
14508,82,11,158000,Ned Flanders,Springfield Swap Meet,Hey!
14509,82,12,160000,Lisa Simpson,Springfield Swap Meet,Wow an original Malibu Stacey from 1958. Oooh.
14510,82,13,166000,Man At Table,Springfield Swap Meet,Yeah. They took her off the market after some kid put both his eyes out.
14511,82,14,169000,Lisa Simpson,Springfield Swap Meet,Oh my.
14512,82,15,171000,Seymour Skinner,Springfield Swap Meet,"""Prisoner 24601""... Why, I wore this for two years in a Viet Cong internment center. Never thought I'd see the old girl again."
14513,82,16,181000,Seymour Skinner,Springfield Swap Meet,Still fits.
14514,82,17,183000,Herman Hermann,Springfield Swap Meet,Small world.
14515,82,18,185000,Seymour Skinner,Springfield Swap Meet,"It is, it really really is."
14516,82,19,188000,Homer Simpson,Springfield Swap Meet,"Ooh, five cents each!"
14517,82,20,193000,Homer Simpson,Springfield Swap Meet,Junk... junk... the airplane's upside down... Strad-i-who-vius?...
14518,82,21,204000,Marge Simpson,Springfield Swap Meet,"Your teenage son or daughter will think this wishbone necklace is really ""cool."""
14519,82,22,209000,"""Just Stamp the Ticket"" Man",Springfield Swap Meet,I doubt my son or daughter is that stupid.
14521,82,24,219000,Bart Simpson,Springfield Swap Meet,What the hell is this?
14522,82,25,220000,Comic Book Guy,Springfield Swap Meet,Melvin and the Squirrels. Part of the rodent invasion of the early 60s.
14523,82,26,225000,SPEEDED UP VOICES,Springfield Swap Meet,STUCK A FEATHER IN HIS CAP AND CALLED IT...
14524,82,27,228000,Melvin,Springfield Swap Meet,RICE-A-RONI!
14525,82,28,230000,Angry Man,Springfield Swap Meet,Mel-vin!
14526,82,29,234000,Lisa Simpson,Springfield Swap Meet,"Bart, look! It's Dad!"
14527,82,30,239000,Bart Simpson,Springfield Swap Meet,"Dad, when did you record an album?"
14528,82,31,241000,Homer Simpson,Springfield Swap Meet,"I'm surprised you don't remember, son. It was only eight years ago."
